GalaxyID,Class1.1,Class1.2,Class1.3,Class2.1,Class2.2,Class3.1,Class3.2,Class4.1,Class4.2,Class5.1,Class5.2,Class5.3,Class5.4,Class6.1,Class6.2,Class7.1,Class7.2,Class7.3,Class8.1,Class8.2,Class8.3,Class8.4,Class8.5,Class8.6,Class8.7,Class9.1,Class9.2,Class9.3,Class10.1,Class10.2,Class10.3,Class11.1,Class11.2,Class11.3,Class11.4,Class11.5,Class11.6
216622,0.150738,0.849262,0,0.235578485,0.613683515,0.108410261,0.505273254,0.092959552,0.520723964,0.054760821,0.353274893,0.205647801,0,0.048971,0.951029,0,0.016659112,0.134078888,0,0,0,0.048971,0,0,0,0.119494359,0,0.116084125,0.092959552,0,0,0,0,0,0,0,0.092959552
216630,0.76557,0.21171,0.02272,0,0.21171,0,0.21171,0,0.21171,0,0,0,0.21171,0.376285,0.623715,0.642008533,0.123561467,0,0,0.107509892,0.053754946,0,0.161264839,0,0.053754946,0,0,0,0,0,0,0,0,0,0,0,0
216637,0.401872,0.598128,0,0.5383152,0.0598128,0,0.0598128,0,0.0598128,0,0.0598128,0,0,0.039048,0.960952,0,0.07798929,0.32388271,0,0,0.039048,0,0,0,0,0.299303251,0.119505974,0.119505974,0,0,0,0,0,0,0,0,0
216671,0.098364,0.894512,0.007125,0.738149513,0.156362487,0.093748067,0.06261442,0,0.156362487,0,0.156362487,0,0,0.287732,0.712268,0.006983844,0,0.091380156,0,0,0.063876504,0.031938252,0.159978992,0,0.031938252,0.513752061,0.064219008,0.160178444,0,0,0,0,0,0,0,0,0
216672,0.18677,0.81323,0,0.175329948,0.637900052,0.066145132,0.57175492,0.517326736,0.120573316,0.344250418,0.293649634,0,0,0.159722,0.840278,0,0.029853877,0.156916123,0,0,0,0.1277776,0.0319444,0,0,0.035074405,0,0.140255543,0.12879056,0.222341858,0.166194835,0,0.16312088,0,0,0,0.354205856
216676,0.146514,0.820058,0.033427,0,0.820058,0.074070919,0.745987081,0.520217733,0.299840267,0.071412291,0.634227937,0.101724915,0.012692858,0.835608,0.164392,0.100824928,0.045689072,0,0.027575064,0,0.095259312,0.07102668,0.261545304,0.38020164,0,0,0,0,0.15606532,0.208087093,0.15606532,0.208087093,0.15606532,0,0,0,0.15606532
216687,0.169698,0.815697,0.014605,0,0.815697,0.039445476,0.776251524,0.815697,0,0.038057159,0.501974224,0.275665617,0,0.043292,0.956708,0.158573108,0.011124892,0,0.021646,0,0.021646,0,0,0,0,0,0,0,0.715716203,0.070636097,0.0293447,0,0.422163167,0.046088512,0.107082255,0.043834741,0.196528325
216706,0.935113,0.049426,0.015461,0,0.049426,0,0.049426,0,0.049426,0,0,0.024713,0.024713,0.707286,0.292714,0.548256752,0.386856248,0,0,0.050217306,0.025462296,0,0.202283796,0.403860306,0.025462296,0,0,0,0,0,0,0,0,0,0,0,0
216709,0.096976,0.891566,0.011458,0.020468572,0.871097428,0.073236645,0.797860783,0.201342846,0.669754582,0.025334998,0.461781813,0.332404681,0.051575937,0.957112,0.042888,0.003920837,0.093055163,0,0,0.039280834,0.058442216,0.116884432,0.116884432,0.625620087,0,0.007494281,0,0.012974291,0,0,0.201342846,0.051521822,0.078178206,0,0,0,0.071642818
216716,0.218005,0.74007,0.041925,0.470387012,0.269682988,0,0.269682988,0.084715517,0.184967471,0,0.053940104,0.215742885,0,0.560149,0.439851,0,0.004824887,0.213180113,0,0,0,0,0.40883539,0.15131361,0,0.298269582,0,0.17211743,0.084715517,0,0,0,0,0,0,0.084715517,0
216727,0.697936,0.190836,0.111228,0,0.190836,0,0.190836,0,0.190836,0,0,0.190836,0,0.051565,0.948435,0.567539221,0.130396779,0,0,0,0,0,0,0.051565,0,0,0,0,0,0,0,0,0,0,0,0,0
216743,0.498376,0.501624,0,0,0.501624,0.228715463,0.272908537,0.069548161,0.432075839,0,0.063171015,0.386625193,0.051827792,0.145534,0.854466,0.158465128,0.339910872,0,0.030853208,0.028670198,0,0.028670198,0.028670198,0.028670198,0,0,0,0,0.035661376,0.033886785,0,0,0,0,0,0,0.069548161
216745,0.25863,0.74137,0,0,0.74137,0.268544972,0.472825028,0.431449909,0.309920091,0,0.74137,0,0,0.274137,0.725863,0.23184395,0.02678605,0,0.06853425,0,0,0,0.171335625,0.034267125,0,0,0,0,0.390239971,0.041209938,0,0,0.118524036,0,0,0.103324919,0.209600955
216754,0.9,0.041,0.059,0,0.041,0,0.041,0,0.041,0.0205,0,0,0.0205,0.087,0.913,0.7776,0.1224,0,0.02175,0.02175,0.02175,0.02175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216763,0.617758,0.382242,0,0.061425143,0.320816857,0,0.320816857,0,0.320816857,0,0,0.261027182,0.059789675,0.03414,0.96586,0,0.547938373,0.069819627,0,0,0,0,0.03414,0,0,0.061425143,0,0,0,0,0,0,0,0,0,0,0
216766,0.00965,0.980565,0.009785,0.010362611,0.970202389,0.862078184,0.108124205,0.941813297,0.028389092,0.166301421,0.615253845,0.188647123,0,0.417214,0.582786,0.004173413,0.005476587,0,0.025893135,0,0.078514668,0.156611705,0.130300939,0.025893135,0,0.010362611,0,0,0.138187556,0.559612276,0.244013465,0,0.8694632,0,0,0,0.072350097
216773,0.488658,0.487066,0.024276,0,0.487066,0.1953875,0.2916785,0.195261837,0.291804163,0,0.159370431,0,0.327695569,0.044747,0.955253,0.327709692,0.160948308,0,0,0,0,0,0,0.044747,0,0,0,0,0.195261837,0,0,0,0,0,0,0,0.195261837
216785,0.314574,0.6764,0.009027,0,0.6764,0.267532434,0.408867566,0.225024752,0.451375248,0.088889106,0.587510894,0,0,0.25278,0.74722,0.085160844,0.229413156,0,0,0,0.072222785,0.036111392,0.072222785,0.072222785,0,0,0,0,0,0.225024752,0,0,0,0,0,0.157878941,0.067145811
216816,0.531557,0.43865,0.029793,0,0.43865,0,0.43865,0,0.43865,0,0.128064306,0.23494094,0.075644754,0.96129,0.03871,0.408429794,0.123127206,0,0,0,0,0,0.49218048,0.46910952,0,0,0,0,0,0,0,0,0,0,0,0,0
216827,0.6929,0.299062,0.008038,0.066034983,0.233027017,0,0.233027017,0,0.233027017,0,0.055597683,0.177429334,0,0.057485,0.942515,0.169116796,0.523783204,0,0,0,0,0.0287425,0.0287425,0,0,0.066034983,0,0,0,0,0,0,0,0,0,0,0
216842,0.101875,0.843098,0.055026,0,0.843098,0,0.843098,0.229148135,0.613949865,0.233184045,0.609913955,0,0,0.788841,0.211159,0,0.101875,0,0,0.030005934,0,0.455617207,0.090807432,0.182404493,0.030005934,0,0,0,0.051873638,0.122179494,0.055095003,0,0,0.037786757,0.065139482,0.041134153,0.085087744
216874,0.494857,0.452408,0.052735,0,0.452408,0,0.452408,0,0.452408,0,0,0.452408,0,0.149974,0.850026,0.23628432,0.25857268,0,0,0,0,0,0.041046984,0.108927016,0,0,0,0,0,0,0,0,0,0,0,0,0
216881,0.313998,0.686002,0,0.037994221,0.648007779,0.071353433,0.576654347,0.105587684,0.542420096,0.193088822,0.454918957,0,0,0.765845,0.234155,0,0.292960134,0.021037866,0,0.04513967,0.09027934,0.360352282,0.224933272,0.04513967,0,0.01899711,0,0.01899711,0.025936981,0.033560728,0.046089974,0,0.023711087,0.022137619,0,0,0.059738977
216888,0.793615,0.180447,0.025937,0,0.180447,0,0.180447,0,0.180447,0.146542452,0,0.033904548,0,0.033357,0.966643,0.730959889,0.062655111,0,0,0,0,0,0.033357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216929,0,0.973,0.027,0.027244,0.945756,0.588260232,0.357495768,0.945756,0,0,0.660137688,0.275214996,0.010403316,0.124,0.876,0,0,0,0.039184,0,0.028272,0,0.056544,0,0,0,0,0.027244,0.533406384,0.30264192,0.109707696,0,0.935352684,0,0,0,0.010403316
216935,0.620622,0.346478,0.0329,0,0.346478,0,0.346478,0,0.346478,0.081577206,0.264900794,0,0,0.079319,0.920681,0.105040274,0.515581727,0,0,0,0.039522437,0.039796563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216940,0.038932,0.961068,0,0,0.961068,0.146609962,0.814458038,0.792095907,0.168972093,0,0.478708932,0.425601275,0.056757793,0.201261,0.798739,0,0.019466,0.019466,0.143700354,0,0.028780323,0,0.028780323,0,0,0,0,0,0.396047954,0.396047954,0,0,0.670784043,0.030129744,0,0,0.09118212
216943,0.484356,0.489312,0.026333,0.489312,0,0,0,0,0,0,0,0,0,0.128382,0.871618,0,0.236775009,0.247580991,0,0,0,0,0.039451147,0.088930853,0,0.366984,0.122328,0,0,0,0,0,0,0,0,0,0
216985,0.496064,0.503936,0,0,0.503936,0.120359066,0.383576934,0.158785698,0.345150302,0,0.301618798,0.116384523,0.085933182,0.116848,0.883152,0.111975039,0.384088961,0,0,0,0,0,0.116848,0,0,0,0,0,0.158785698,0,0,0,0,0,0,0.158785698,0
216988,0.757017,0.21755,0.025433,0,0.21755,0,0.21755,0.193294915,0.024255085,0,0.089825307,0,0.127724693,0.033515,0.966485,0.541548765,0.215468235,0,0,0,0,0.033515,0,0,0,0,0,0,0.096647458,0.096647458,0,0,0,0,0,0,0.193294915
216991,0.099068,0.887932,0.013,0,0.887932,0.826518183,0.061413817,0.202781471,0.68515053,0.013744299,0.40000715,0.47418055,0,0.162674,0.837326,0.00640643,0.09266157,0,0.162674,0,0,0,0,0,0,0,0,0,0.054819943,0.110093508,0.03786802,0,0.113255276,0,0,0,0.089526194
216997,0.6848,0.3152,0,0,0.3152,0,0.3152,0.3152,0,0,0.121126317,0.194073683,0,0.149104,0.850896,0.0241392,0.19580144,0.46485936,0.037276,0,0.111828,0,0,0,0,0,0,0,0.3152,0,0,0,0.122963933,0,0,0,0.192236067
217000,0.391048,0.605441,0.003511,0.518862937,0.086578063,0,0.086578063,0,0.086578063,0,0,0.086578063,0,0.121403,0.878597,0,0.094727859,0.296320141,0,0,0,0,0.121403,0,0,0.418308338,0.100554599,0,0,0,0,0,0,0,0,0,0
217003,0.894522,0.058845,0.046633,0,0.058845,0,0.058845,0.048343874,0.010501126,0,0,0.039249615,0.019595385,0.233858,0.766142,0.875514302,0.019007698,0,0,0,0,0,0.1637006,0.0701574,0,0,0,0,0,0.048343874,0,0,0,0,0,0,0.048343874
217011,0.658342,0.15984,0.181818,0,0.15984,0,0.15984,0,0.15984,0,0.03996,0.03996,0.07992,0.488,0.512,0.259386748,0.398955252,0,0,0,0,0,0.2196,0.2684,0,0,0,0,0,0,0,0,0,0,0,0,0
217034,0.077915,0.922085,0,0.33379477,0.58829023,0.157073491,0.431216739,0.470632184,0.117658046,0,0.31387284,0.254984399,0.019432991,0.176788,0.823212,0,0,0.077915,0.0176788,0.0176788,0.0176788,0.0353576,0.0176788,0.0176788,0.0530364,0.157217337,0,0.176577433,0.274378563,0.176487069,0.019766552,0,0.097989386,0,0.039101534,0,0.333541264
217045,0.694549,0.288376,0.017075,0.271817738,0.016558262,0.004504791,0.012053471,0.003162181,0.013396081,0,0.016558262,0,0,0.232694,0.767306,0,0,0.694549,0,0.025829034,0,0,0.077487102,0.129377864,0,0.024735414,0,0.247082324,0,0.003162181,0,0,0.003162181,0,0,0,0
217046,0.474276,0.525724,0,0,0.525724,0,0.525724,0.245627716,0.280096284,0,0,0.448760635,0.076963365,0.116989,0.883011,0.374721673,0.099554327,0,0,0,0,0.078031663,0.038957337,0,0,0,0,0,0,0,0.245627716,0,0,0,0,0,0.245627716
217047,0.166004,0.833996,0,0.072557652,0.761438348,0.436765605,0.324672743,0.627805156,0.133633192,0,0.231005927,0.475713938,0.054718483,0.281974,0.718026,0.064665032,0.101338968,0,0.0704935,0.03524675,0.10574025,0.03524675,0,0,0.03524675,0.072557652,0,0,0.285365695,0.285365695,0.057073139,0.057130269,0.114260538,0,0,0,0.456414349
217048,0.204892,0.769996,0.025111,0.11167406,0.65832194,0,0.65832194,0.412865946,0.245455994,0,0.096432973,0.445748469,0.116140498,0.234851,0.765149,0,0.147482696,0.057409304,0,0,0,0.0469702,0.1409106,0.0469702,0,0.070810288,0,0.040863772,0.169082643,0.141496179,0.102287125,0,0.412865946,0,0,0,0
217049,0.422952,0.552894,0.024154,0.458349126,0.094544874,0,0.094544874,0.094544874,0,0,0,0.043448853,0.051096021,0.05122,0.94878,0,0.093295175,0.329656825,0,0,0.05122,0,0,0,0,0.284002285,0.09451434,0.079832501,0,0,0.094544874,0.047272437,0.047272437,0,0,0,0
217056,0.648679,0.309861,0.04146,0,0.309861,0,0.309861,0.159323399,0.150537601,0,0,0.241662453,0.068198547,0.296631,0.703369,0.590648177,0.058030823,0,0,0,0.0593262,0,0.1186524,0.1186524,0,0,0,0,0,0.159323399,0,0,0.159323399,0,0,0,0
217072,0.311295,0.673003,0.015702,0,0.673003,0,0.673003,0.392382958,0.280620042,0.19062137,0.13471703,0.271546615,0.076117985,0.063271,0.936729,0.240314137,0.070980863,0,0,0,0,0.063271,0,0,0,0,0,0,0.059395008,0.33298795,0,0,0.088619691,0.13495541,0,0,0.16880825
217132,0.210086,0.744382,0.045531,0.107101682,0.637280318,0.138243945,0.499036373,0.379576903,0.257703415,0.252707137,0.154318066,0.198329282,0.031925832,0.145021,0.854979,0.05147107,0.132144094,0.026470836,0.024218507,0,0.048291993,0.048291993,0.024218507,0,0,0,0.03566486,0.071436822,0.060285922,0.13911911,0.18017225,0.149421966,0.093729304,0,0.030439031,0,0.105986602
217142,0.103537,0.896463,0,0.122124258,0.774338742,0.222345175,0.551993567,0.526048573,0.248290169,0,0.290507117,0.458802674,0.025028951,0.199984,0.800016,0.00936927,0.071920838,0.022246892,0.019142069,0.036239701,0.036205703,0.037965962,0.031212903,0,0.039217462,0.122124258,0,0,0.34705476,0.127214852,0.051779487,0,0.290883819,0,0,0,0.235164754
217153,0.413636,0.586364,0,0.074572601,0.511791399,0.22406381,0.287727589,0.180923378,0.330868022,0,0.464193775,0,0.047597624,0.234211,0.765789,0.001216917,0.399177354,0.013241729,0.003041698,0,0.054750569,0,0.121668164,0.054750569,0,0,0.074572601,0,0.180923378,0,0,0,0,0,0,0,0.180923378
217161,0.269237,0.727458,0.003305,0.519405012,0.208052988,0.155191093,0.052861895,0,0.208052988,0.028587105,0,0.179465883,0,0.366702,0.633298,0,0.034165098,0.235071902,0,0,0.0366702,0,0.2200212,0.1100106,0,0.102282274,0,0.417122738,0,0,0,0,0,0,0,0,0
217169,0.900878,0.099122,0,0,0.099122,0.04455861,0.05456339,0,0.099122,0,0.083081582,0.016040418,0,0.08118,0.91882,0.039388188,0.760008608,0.101481204,0,0,0,0.022834392,0.029172764,0.029172764,0,0,0,0,0,0,0,0,0,0,0,0,0
217179,0.827617,0.122877,0.049507,0.03071925,0.09215775,0,0.09215775,0.041070009,0.051087741,0,0,0.06361032,0.02854743,0.036563,0.963437,0.156218502,0.648358468,0.02304003,0,0,0,0.036563,0,0,0,0.03071925,0,0,0.041070009,0,0,0,0.041070009,0,0,0,0
217194,0.501308,0.449556,0.049136,0.022663467,0.426892533,0.03374372,0.393148813,0.21300614,0.213886393,0.123371515,0.283275213,0.020245805,0,0.707657,0.292343,0,0.357933912,0.143374088,0.033933568,0.033933568,0,0.033933568,0.067160188,0.504762539,0.033933568,0.022663467,0,0,0.095970982,0.117035159,0,0,0.085638054,0,0,0,0.127368087
217199,0.255066,0.744934,0,0.108614357,0.636319643,0.186112042,0.450207601,0.244624815,0.391694828,0.295600381,0.244167301,0,0.096551961,0.257416,0.742584,0,0.255066,0,0,0,0.061522424,0.030632504,0.165261072,0,0,0.052539914,0,0.056074443,0.080884461,0.163740354,0,0,0.077185734,0,0,0,0.167439081
217289,0.681294,0.318706,0,0.181981126,0.136724874,0,0.136724874,0.088043436,0.048681438,0,0.089146942,0.047577932,0,0.062357,0.937643,0,0.162951899,0.518342101,0,0,0,0,0.062357,0,0,0.136485845,0,0.045495282,0,0.088043436,0,0,0,0,0,0,0.088043436
217293,0.027408,0.968745,0.003848,0.019685867,0.949059133,0.477782941,0.471276192,0.949059133,0,0.026269008,0.600203028,0.322587097,0,0.061928,0.938072,0,0.027408,0,0,0.030964,0,0.030964,0,0,0,0,0,0.019685867,0.021380404,0.325897416,0.601781313,0,0.949059133,0,0,0,0
217311,0.290848,0.675629,0.033523,0.143400904,0.532228096,0,0.532228096,0.295848035,0.236380061,0,0.356883953,0.11870709,0.056637053,0.041229,0.958771,0,0.165464881,0.125383119,0,0,0,0.036982413,0,0.004246587,0,0,0.014770293,0.128630611,0.295848035,0,0,0,0,0,0,0,0.295848035
217327,0.656285,0.343715,0,0.321477327,0.022237673,0.022237673,0,0,0.022237673,0.022237673,0,0,0,0.097802,0.902198,0,0.021657405,0.634627595,0,0,0.0244505,0.0244505,0.048901,0,0,0,0.021538981,0.299938346,0,0,0,0,0,0,0,0,0
217340,0.653789,0.237042,0.109169,0,0.237042,0.10778916,0.12925284,0,0.237042,0.018265745,0.167228864,0.05154739,0,0.119609,0.880391,0.069503001,0.584285999,0,0,0,0,0,0.08970675,0.02990225,0,0,0,0,0,0,0,0,0,0,0,0,0
217354,0.383082,0.616918,0,0.033845972,0.583072028,0,0.583072028,0,0.583072028,0,0.438565206,0.144506822,0,0.203184,0.796816,0.335362241,0.047719759,0,0,0,0,0.0406368,0.1219104,0.0406368,0,0.033845972,0,0,0,0,0,0,0,0,0,0,0
217398,0.695937,0.202768,0.101295,0.074982998,0.127785002,0,0.127785002,0.091148403,0.036636599,0,0,0.054923527,0.072861475,0.18243,0.81757,0.163476297,0.532460703,0,0,0.03575628,0,0.00346617,0.14320755,0,0,0.074982998,0,0,0,0.091148403,0,0,0,0,0,0,0.091148403
217444,0.650711,0.334368,0.014921,0,0.334368,0,0.334368,0,0.334368,0,0.334368,0,0,0,1,0.021311436,0.629399564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217454,0.032,0.937,0.031,0,0.937,0.241746,0.695254,0.937,0,0,0.544397,0.362619,0.029984,0.22,0.78,0.030176,0,0.001824,0.03124,0.00176,0.12474,0.06226,0,0,0,0,0,0,0.332635,0.453508,0.150857,0,0.453508,0.332635,0.029984,0,0.120873
217477,0.626076,0.317406,0.056518,0,0.317406,0,0.317406,0,0.317406,0,0,0.224060069,0.093345931,0.128605,0.871395,0.074350908,0.551725092,0,0,0,0.03215125,0.0643025,0.03215125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217496,0.708093,0.227223,0.064685,0,0.227223,0,0.227223,0,0.227223,0,0,0.227223,0,0.160923,0.839077,0.694421848,0.013671152,0,0,0,0,0,0.084767478,0.076155522,0,0,0,0,0,0,0,0,0,0,0,0,0
217502,0.050772,0.949228,0,0,0.949228,0.51960456,0.42962344,0.898460439,0.050767561,0.262709291,0.507690799,0.127577192,0.051250718,0.313724,0.686276,0.048412828,0.002359172,0,0.1176465,0,0.0392155,0.078431,0.0392155,0.0392155,0,0,0,0,0.35164933,0.429893554,0.116916657,0.586382901,0.195160881,0,0,0,0.116916657
217532,0.430934,0.402613,0.166452,0,0.402613,0.300006674,0.102606326,0.192190939,0.210422061,0.083708879,0.246765936,0.072138184,0,0.630066,0.369934,0.084909081,0.320614896,0.025410023,0,0.030243168,0.05985627,0.270298314,0.209811978,0.05985627,0,0,0,0,0,0.192190939,0,0,0,0,0,0,0.192190939
217602,0.677412,0.268098,0.05449,0,0.268098,0.190561377,0.077536623,0.220524814,0.047573186,0,0.055861435,0.077175226,0.135061338,0.495586,0.504414,0.319448532,0.357963468,0,0,0,0.18584475,0.06194825,0.18584475,0.06194825,0,0,0,0,0.220524814,0,0,0.147090051,0.073434763,0,0,0,0
217618,0.46159,0.503275,0.035135,0,0.503275,0,0.503275,0.317673219,0.185601781,0.09153465,0.15581545,0.2559249,0,0.421752,0.578248,0.011219868,0.450370132,0,0,0.038379432,0.344993136,0.038379432,0,0,0,0,0,0,0.198915851,0.118757368,0,0,0,0,0,0,0.317673219
217619,0.453854,0.532098,0.014048,0,0.532098,0,0.532098,0,0.532098,0,0,0.337798691,0.194299309,0.874901,0.125099,0.328927963,0.124926037,0,0,0,0,0,0.241472676,0.633428324,0,0,0,0,0,0,0,0,0,0,0,0,0
217644,0.615,0.359,0.026,0.256326,0.102674,0.102674,0,0,0.102674,0,0.0256685,0.051337,0.0256685,0.053,0.947,0,0.15375,0.46125,0,0,0,0,0.053,0,0,0.1794282,0.0256326,0.0512652,0,0,0,0,0,0,0,0,0
217677,0.286832,0.70021,0.012958,0.070308786,0.629901214,0,0.629901214,0.536224195,0.093677019,0,0.393455195,0.213581234,0.022864784,0.308338,0.691662,0.252603764,0.034228236,0,0.028030699,0,0.112122797,0.140153496,0.028030699,0,0,0.070308786,0,0,0.357661538,0.178562657,0,0.035891094,0.035891094,0.143028688,0.035891094,0,0.285522225
217695,0.094506,0.897543,0.007951,0.427981711,0.469561289,0,0.469561289,0.082440875,0.387120413,0.017551731,0.230932589,0.221076968,0,0.07481,0.92519,0,0.010819897,0.083686103,0.063865746,0,0,0,0.010944254,0,0,0.274866546,0.020742134,0.132372603,0.082440875,0,0,0,0,0,0,0.082440875,0
217697,0.526657,0.362141,0.111203,0,0.362141,0,0.362141,0,0.362141,0,0,0.250178953,0.111962047,0.507196,0.492804,0.42696715,0.09968985,0,0,0.112597512,0,0,0.253598,0.141000488,0,0,0,0,0,0,0,0,0,0,0,0,0
217735,0.198521,0.786914,0.014565,0.075352524,0.711561476,0,0.711561476,0.197713049,0.513848427,0,0.209542047,0.443880588,0.058138842,0.389193,0.610807,0,0.133655653,0.064865347,0.361560297,0,0,0.027632703,0,0,0,0.075352524,0,0,0.116752916,0.080960132,0,0,0.025014853,0,0,0,0.172698196
217740,0.336706,0.663294,0,0,0.663294,0.116655506,0.546638494,0.351177692,0.312116308,0,0.199703894,0.381975759,0.081614347,0.114895,0.885105,0.110791762,0.216214074,0.009700163,0.005521969,0.028261987,0,0.024541457,0.0283076,0,0.028261987,0,0,0,0.156341499,0.125969545,0.068866297,0,0.224945466,0,0,0,0.126232226
217752,0.541996,0.426301,0.031702,0.10112755,0.32517345,0,0.32517345,0.168211576,0.156961875,0,0.32517345,0,0,0.16983,0.83017,0.028087317,0.497884572,0.016024112,0,0,0.101926192,0.034680814,0.033222994,0,0,0.10112755,0,0,0,0.168211576,0,0,0.168211576,0,0,0,0
217760,0.273,0.727,0,0.272625,0.454375,0.2271875,0.2271875,0.090875,0.3635,0.06815625,0.24990625,0.06815625,0.06815625,0.636,0.364,0,0.227409,0.045591,0.022896,0.022896,0.227052,0.227052,0.045156,0.022896,0.068052,0.158940375,0.045528375,0.06815625,0,0.06815625,0.02271875,0.02271875,0.0454375,0,0,0,0.02271875
217762,0.451743,0.519403,0.028854,0.139676297,0.379726703,0.082529042,0.297197661,0.21067959,0.169047114,0,0.134395913,0.1382209,0.107109891,0.291908,0.708092,0.016584389,0.395911179,0.039247432,0,0.032401788,0,0,0.097205364,0.162300848,0,0,0,0.139676297,0.105339795,0,0.105339795,0.105339795,0.105339795,0,0,0,0
217764,0.594992,0.400341,0.004667,0.11709734,0.28324366,0.194355851,0.088887808,0.202697094,0.080546566,0,0,0.28324366,0,0.041148,0.958852,0.582807159,0.012184841,0,0.041148,0,0,0,0,0,0,0.11709734,0,0,0,0.202697094,0,0,0,0,0,0,0.202697094
217765,0.308756,0.691244,0,0.171634503,0.519609497,0,0.519609497,0.237279677,0.28232982,0.260755114,0.258854383,0,0,0.343483,0.656517,0.012445954,0.061272011,0.235038035,0,0,0.094101977,0.224570903,0.024810121,0,0,0,0,0.171634503,0,0.166190211,0.071089466,0,0,0,0,0,0.237279677
217771,0.09918,0.90082,0,0,0.90082,0.154608637,0.746211363,0.157705657,0.743114343,0,0.155307674,0.707801299,0.037710127,0.650226,0.349774,0.017070267,0.082109733,0,0.650226,0,0,0,0,0,0,0,0,0,0.120162879,0.037542778,0,0,0.060523331,0,0,0,0.097182326
217779,0,1,0,0,1,0.456139,0.543861,0.913948,0.086052,0.083547,0.621274,0.258313,0.036866,0.960382,0.039618,0,0,0,0,0,0.023072217,0.091327526,0.182655053,0.663327204,0,0,0,0,0.578482473,0.306442195,0.029023333,0.193916917,0.411689704,0.117438662,0,0,0.190902716
217795,0,1,0,0.029,0.971,0.628237,0.342763,0.971,0,0.085448,0.742815,0.114578,0.028159,0.029,0.971,0,0,0,0.029,0,0,0,0,0,0,0,0.029,0,0.371292922,0.51417363,0.085533448,0,0.914625682,0.028187159,0,0,0.028187159
217804,0.478069,0.43288,0.089051,0.06666352,0.36621648,0.138910672,0.227305808,0.132445852,0.233770628,0.017401508,0.141188172,0.135858624,0.071768176,0.651055,0.348945,0.054708304,0.379647023,0.043713673,0,0,0,0,0.2343798,0.4166752,0,0.06666352,0,0,0.132445852,0,0,0.066222926,0,0,0,0,0.066222926
217805,0.291828,0.684647,0.023524,0.029439821,0.655207179,0.397391672,0.257815507,0.540769348,0.114437831,0.029568845,0.338050868,0.227793259,0.059794862,0.288404,0.711596,0.229847235,0.061980765,0,0.066621324,0,0.022207108,0.044414216,0.155161352,0,0,0.029439821,0,0,0.168720037,0.270384674,0.101664637,0,0.202991294,0.033561227,0.033561227,0.033561227,0.237093832
217809,0.114186,0.885814,0,0.417411501,0.468402499,0.051252601,0.417149897,0.352174976,0.116227522,0,0.065280319,0.375614774,0.027507405,0.301803,0.698197,0,0.033667285,0.080518715,0,0,0.033500133,0.067000266,0,0.201302601,0,0.286633556,0.03445398,0.096323965,0,0.228595368,0.123579608,0,0.249927311,0,0,0,0.102247665
217814,0.570759,0.331405,0.097836,0.066281,0.265124,0,0.265124,0,0.265124,0,0.11556384,0.14956016,0,0.544046,0.455954,0.549697422,0.021061578,0,0,0.068073756,0.374678496,0.033764583,0.033764583,0,0.033764583,0,0.066281,0,0,0,0,0,0,0,0,0,0
217826,1,0,0,0,0,0,0,0,0,0,0,0,0,0.106432,0.893568,0.310273,0.678173,0.011554,0,0,0,0,0.106432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217832,0.430663,0.56808,0.001257,0,0.56808,0,0.56808,0,0.56808,0.107377914,0.267045319,0.074943386,0.118713382,0.400699,0.599301,0.062233387,0.368429613,0,0,0,0.057308772,0.085762809,0.174433891,0.083193126,0,0,0,0,0,0,0,0,0,0,0,0,0
217834,0,0.999763,2.37E-04,0.023929327,0.975833673,0.294824724,0.681008948,0.975833673,0,0.18646425,0.7271005,0.062268922,0,0.105403,0.894597,0,0,0,0.035134298,0,0.035134298,0.035134298,0,0,0,0.023929327,0,0,0.032683597,0.205074374,0.738075702,0.017140518,0.923327966,0.035365188,0,0,0
217836,0.688732,0.283044,0.028224,0.141522,0.141522,0,0.141522,0,0.141522,0,0,0.141522,0,0.042659,0.957341,0.634126572,0.054605428,0,0,0,0.042659,0,0,0,0,0.141522,0,0,0,0,0,0,0,0,0,0,0
217841,0.222207,0.77226,0.005533,0,0.77226,0.36186868,0.41039132,0.542365148,0.229894852,0,0.325146945,0.39672309,0.050390737,0.231972,0.768028,0.173328126,0.048878874,0,0.0463944,0.0463944,0.0927888,0,0.0463944,0,0,0,0,0,0.475277291,0.067087857,0,0.077122155,0.199281226,0.172584929,0,0,0.093376838
217843,0.9498,0,0.0502,0,0,0,0,0,0,0,0,0,0,0,1,0.463163321,0.486636679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217856,0.899543,0.033839,0.066618,0.033839,0,0,0,0,0,0,0,0,0,0.155478,0.844522,0.630286392,0.269256608,0,0,0.0932868,0.0310956,0,0,0.0310956,0,0.033839,0,0,0,0,0,0,0,0,0,0,0
