title,authors,abstract,arxiv_id,category,date,pdf_url,query_used
MeerKAT view of Hickson Compact Groups:I. Data description and release,"['R. Ianjamasimanana', 'L. Verdes-Montenegro', 'A. Sorgho', 'K. M. Hess', 'M. G. Jones', 'J. M. Cannon', 'J. M. Solanes', 'M. E. Cluver', 'J. Moldón', 'B. Namumba', 'J. Román', 'I. Labadie-García', 'C. C. de la Casa', 'S. Borthakur', 'J. Wang', 'R. García-Benito', 'A. del Olmo', 'J. Perea', 'T. Wiegert', 'M. Yun', 'J. Garrido', 'S. Sanchez-Expósito', 'A. Bosma', 'E. Athanassoula', 'G. I. G. Józsa', 'T. H. Jarrett', 'C. K. Xu', 'O. M. Smirnov']","Context: Hickson Compact Groups (HCGs) are dense gravitationally-bound collections of 4-10 galaxies ideal for studying gas and star formation quenching processes. Aims: We aim to understand the transition of HCGs from possessing complex HI tidal structures (so-called phase 2 groups) to a phase where galaxies have lost most or all their HI (phase 3). We also seek to detect diffuse H i gas that was previously missed by the Very Large Array (VLA). Methods: We observed three phase 2 and three phase 3 HCGs with MeerKAT and reduced the data using the Containerized Automated Radio Astronomy Calibration (CARACal) pipeline. We produced data cubes, moment maps, integrated spectra, and compared our findings with previous VLA and Green Bank Telescope (GBT) observations. Results: Compared with previous VLA observations, MeerKAT reveals much more extended tidal features in phase 2 and some new high surface brightness features in phase 3 groups. However, no diffuse HI component was found in phase 3 groups. We also detected many surrounding galaxies for both phase 2 and phase 3 groups, most of which are normal disk galaxies. Conclusions: The difference between phase 2 and phase 3 groups is still substantial, supporting previous findings that the transition between the two phases must be abrupt.",2502.09691v1,astro-ph.GA,2025-02-13 17:24:16+00:00,https://arxiv.org/pdf/2502.09691v1,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
Deep radio interferometric search for decametre radio emission from the exoplanet Tau Boötis b,"['C. M. Cordun', 'H. K. Vedantham', 'M. A. Brentjens', 'F. F. S. van der Tak']","Detection of electron cyclotron maser (ECM) emission from exoplanets in the 10-40 MHz radio band is likely the only way to measure an exoplanet's magnetic field directly. However, no definitive detection of exoplanetary ECM emission has been made to date. A detection of the hot Jupiter Tau Boötis b was reported but with an observing mode that is not immune to confusion from off-axis interference, making the detection tentative. We searched for radio emissions from Tau Boötis b using the Low Frequency Array (LOFAR) in interferometric mode, which employs direction-of-arrival information to discriminate genuine signals from interference. Our aim was to confirm the previous tentative detection or establish an upper limit in the case of a non-detection. We conducted observations using LOFAR's Low Band Antenna in interferometric mode, which totalled 64, hours spread over 8, nights. We created a custom data-processing pipeline to mitigate common challenges in decametric radio astronomy, including radio frequency interference, ionospheric distortions, and sidelobe noise from nearby bright radio sources. We used this pipeline to image the field around Tau Boötis b, searching for both quiescent and bursting emission from the direction of Tau Boötis b. Despite the high sensitivity of the interferometric observations and extensive data processing, no significant emission was detected from Tau Boötis b in Stokes V. We establish an upper limit of 2 sigma at 24 mJy for any continuous emission from the exoplanet. The previous tentative detection of 400 mJy is thus not confirmed by the interferometric observations. The previous tentative detection is unlikely to be a bona fide astrophysical signal. Our upper limit is lower than the flux density predicted by scaling laws, meaning either the scaling laws need to be revised or the emission from this particular system is beamed away from Earth.",2501.06301v1,astro-ph.EP,2025-01-10 19:00:10+00:00,https://arxiv.org/pdf/2501.06301v1,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,"['Jian-Hua Fang', 'Di Li', 'Pei Wang', 'Hua-Xi Chen', 'Han Wang', 'Deng-Ke Zhou', 'Qin-Ping Bao', 'Hai-Yan Li', 'Jing-Jing Hu', 'Jin-Tao Xie', 'Xiao-Dong Ge', 'Yi Feng', 'Dong-Hui Quan', 'Zhi-Xuan Kang', 'Xue-Rong Guo', 'Chen-Wu Jin', 'Zhi-Lin Wang', 'Jia-Ying Xu', 'Chen-Chen Miao', 'Ru-Shuang Zhao', 'Chen-Hui Niu']","Transient astrophysical events are characterized by short timescales, high energy, and multi-wavelength radiation, often accompanied by violent energy releases. These phenomena are a major focus of modern astronomical research. To reveal their underlying physical mechanisms, near-real-time, multi-wavelength, and multi-messenger follow-up observations are essential. However, current transient alert systems face multiple challenges, including fragmented messages, inconsistent formats, and difficulties in retrospective analysis, all of which hinder the efficiency of triggering observations. This paper presents \textbf{TransientVerse}, an innovative real-time database platform to integrate and disseminate transient alerts. The platform uses an automated pipeline to integrate real-time alerts from multiple sources (e.g., ATel, VOEvent, and GCN). It structures unstructured text data into a dual-format database for transient alerts by using open-source large language models. TransientVerse offers retrospective searches, data visualization, literature reviews, and customized subscriptions for efficient event tracking and analysis. Additionally, for Fast Radio Bursts (FRBs), the platform provides real-time statistics on repeat burst rates across different time intervals and alerts astronomers about high-frequency burst sources, enabling rapid follow-up observations and optimizing the use of limited observation windows. TransientVerse improves the efficiency of acquiring transient events in real time, lowers the technical barriers for simultaneous observations, and provides robust technical support for multi-wavelength, multi-messenger time-domain astronomy and astrophysics studies.",2501.04247v2,astro-ph.IM,2025-01-08 03:10:46+00:00,https://arxiv.org/pdf/2501.04247v2,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
"Africanus I. Scalable, distributed and efficient radio data processing with Dask-MS and Codex Africanus","['Simon J. Perkins', 'Jonathan S. Kenyon', 'Lexy A. L. Andati', 'Hertzog L. Bester', 'Oleg M. Smirnov', 'Benjamin V. Hugo']","New radio interferometers such as MeerKAT, SKA, ngVLA, and DSA-2000 drive advancements in software for two key reasons. First, handling the vast data from these instruments requires subdivision and multi-node processing. Second, their improved sensitivity, achieved through better engineering and larger data volumes, demands new techniques to fully exploit it. This creates a critical challenge in radio astronomy software: pipelines must be optimized to process data efficiently, but unforeseen artefacts from increased sensitivity require ongoing development of new techniques. This leads to a trade-off among (1) performance, (2) flexibility, and (3) ease-of-development. Rigid designs often miss the full scope of the problem, while temporary research code is unsuitable for production. This work introduces a framework for developing radio astronomy techniques while balancing the above trade-offs. It prioritizes flexibility and ease-of-development alongside acceptable performance by leveraging Open Source data formats and software. To manage growing data volumes, data is distributed across multiple processors and nodes for parallel processing, utilizing HPC and cloud infrastructure. We present two Python libraries, Dask-MS and Codex Africanus, which enable distributed, high-performance radio astronomy software with Dask. Dask is a lightweight parallelization and distribution framework that integrates with the PyData ecosystem, addressing the ""Big Data"" challenges of radio astronomy.",2412.12052v2,astro-ph.IM,2024-12-16 18:21:42+00:00,https://arxiv.org/pdf/2412.12052v2,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
Africanus III. pfb-imaging -- a flexible radio interferometric imaging suite,"['Hertzog L. Bester', 'Jonathan S. Kenyon', 'Audrey Repetti', 'Simon J. Perkins', 'Oleg M. Smirnov', 'Tariq Blecher', 'Yassine Mhiri', 'Jakob Roth', 'Ian Heywood', 'Yves Wiaux', 'Benjamin V. Hugo']","The popularity of the CLEAN algorithm in radio interferometric imaging stems from its maturity, speed, and robustness. While many alternatives have been proposed in the literature, none have achieved mainstream adoption by astronomers working with data from interferometric arrays operating in the big data regime. This lack of adoption is largely due to increased computational complexity, absence of mature implementations, and the need for astronomers to tune obscure algorithmic parameters.
  This work introduces pfb-imaging: a flexible library that implements the scaffolding required to develop and accelerate general radio interferometric imaging algorithms. We demonstrate how the framework can be used to implement a sparsity-based image reconstruction technique known as (unconstrained) SARA in a way that scales with image size rather than data volume and features interpretable algorithmic parameters. The implementation is validated on terabyte-sized data from the MeerKAT telescope, using both a single compute node and Amazon Web Services computing instances.",2412.10073v2,astro-ph.IM,2024-12-13 12:01:30+00:00,https://arxiv.org/pdf/2412.10073v2,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
Montage and Radio Astronomy,"['G. Bruce Berriman', 'John C. Good', 'Ian Heywood', 'R. Moseley']","The Montage Image Mosaic Engine, first released in 2002, has found applicability across the electromagnetic spectrum to support data processing and visualization. This broad applicability has come about through its design as an Open Source ANSI-C toolkit (and Python binary extensions), with independent components to perform each step in the creation of a mosaic and with support for all WCS extensions. This design enables easy integration into custom environments, workflows and pipelines, and is the principal reason for its long lifetime. Here we emphasize the growing use of Montage in radio astronomy (37 peer-reviewed papers since 2020), and will focus on three high-profile applications: (1) Analysis of observations made with SKA precursor experiments, such as MeerKAT and the Murchison Wide-field Array, (2) Faraday tomography of LOFAR Two-Metre Sky Survey data (LoTSS-DR2), which explores the structure of the local interstellar medium, and (3) Identification of fast radio bursts.",2412.13213v1,astro-ph.IM,2024-12-13 00:49:39+00:00,https://arxiv.org/pdf/2412.13213v1,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
CRAFTS for HI cosmology: I. data processing pipeline and validation tests,"['Wenxiu Yang', 'Laura Wolz', 'Yichao Li', 'Wenkai Hu', 'Steven Cunnington', 'Keith Grainge', 'Furen Deng', 'Shifan Zuo', 'Shuanghao Shu', 'Xinyang Zhao', 'Di Li', 'Zheng Zheng', 'Marko Krčo', 'Yinghui Zheng', 'Linjing Feng', 'Pei Zuo', 'Hao Chen', 'Xue-Jian Jiang', 'Chen Wang', 'Pei Wang', 'Chen-Chen Miao', 'Yougang Wang', 'Xuelei Chen']","We present the calibration procedures and validation of source measurement with the data of the Commensal Radio Astronomy FAST Survey (CRAFTS) for \HI intensity mapping by the Five-hundred-meter Aperture Spherical Radio Telescope (FAST). Using 70-hour drift-scan observation with the L-band (1.05-1.45GHz) 19-beam receiver, we obtain the data covering $270\,\rm deg^2$ sky area. We employ both the pulsar backend and the spectrum backend to calibrate the spectral time-ordered-data (TOD) before projecting them onto HEALPix maps. We produce calibrated TOD with frequency resolution of 30kHz and time resolution of 1s and the map data-cube with frequency resolution of 30kHz and spatial resolution of $2.95\,\rm arcmin^2$. We examine the pointing errors, noise overflow, RFI contamination and their effect on the data quality. The resulting noise level is $\sim$ 5.7mJy for the calibrated TOD and 1.6mJy for the map, consistent with the theoretical predictions within 5\% at RFI-free channels. We also validate the data by Principal Components Analysis (PCA) and find the residual map looks thermal noise dominated after removing 30 modes. We identify 447 isolated bright continuum sources in our data matching the NRAO-VLA Sky Survey (NVSS) catalog, with relative flux error of 8.3\% for TOD and 6.6\% for the map-level. We also measure the \HI emission of 90 galaxies with redshift $z<0.07$ and compare with \HI-MaNGA spectra, yielding an overall relative \HI integral flux error of 16.7\%. These results provide an important first step in assessing the feasibility of conducting cosmological \HI detection with CRAFTS.",2412.08173v2,astro-ph.CO,2024-12-11 08:02:14+00:00,https://arxiv.org/pdf/2412.08173v2,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
Processing of GASKAP-HI pilot survey data using a commercial supercomputer,"['Ian P. Kemp', 'Nickolas M. Pingel', 'Rowan Worth', 'Justin Wake', 'Daniel A. Mitchell', 'Stuart D. Midgely', 'Steven J. Tingay', 'James Dempsey', 'Helga Dénes', 'John M. Dickey', 'Steven J. Gibson', 'Kate E. Jameson', 'Callum Lynn', 'Yik Ki Ma', 'Antoine Marchal', 'Naomi M. McClure-Griffiths', 'Snežana Stanimirović', 'Jacco Th. van Loon']","Modern radio telescopes generate large amounts of data, with the next generation Very Large Array (ngVLA) and the Square Kilometre Array (SKA) expected to feed up to 292 GB of visibilities per second to the science data processor (SDP). However, the continued exponential growth in the power of the world's largest supercomputers suggests that for the foreseeable future there will be sufficient capacity available to provide for astronomers' needs in processing 'science ready' products from the new generation of telescopes, with commercial platforms becoming an option for overflow capacity. The purpose of the current work is to trial the use of commercial high performance computing (HPC) for a large scale processing task in astronomy, in this case processing data from the GASKAP-HI pilot surveys. We delineate a four-step process which can be followed by other researchers wishing to port an existing workflow from a public facility to a commercial provider. We used the process to provide reference images for an ongoing upgrade to ASKAPSoft (the ASKAP SDP software), and to provide science images for the GASKAP collaboration, using the joint deconvolution capability of WSClean. We document the approach to optimising the pipeline to minimise cost and elapsed time at the commercial provider, and give a resource estimate for processing future full survey data. Finally we document advantages, disadvantages, and lessons learned from the project, which will aid other researchers aiming to use commercial supercomputing for radio astronomy imaging. We found the key advantage to be immediate access and high availability, and the main disadvantage to be the need for improved HPC knowledge to take best advantage of the facility.",2411.17118v2,astro-ph.IM,2024-11-26 05:15:29+00:00,https://arxiv.org/pdf/2411.17118v2,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
Performance of the Segment Anything Model in Various RFI/Events Detection in Radio Astronomy,"['Yanbin Yang', 'Feiyu Zhao', 'Ruxi Liang', 'Quan Guo', 'Junhua Gu', 'Yan Huang', 'Yun Yu']","The emerging era of big data in radio astronomy demands more efficient and higher-quality processing of observational data. While deep learning methods have been applied to tasks such as automatic radio frequency interference (RFI) detection, these methods often face limitations, including dependence on training data and poor generalization, which are also common issues in other deep learning applications within astronomy. In this study, we investigate the use of the open-source image recognition and segmentation model, Segment Anything Model (SAM), and its optimized version, HQ-SAM, due to their impressive generalization capabilities. We evaluate these models across various tasks, including RFI detection and solar radio burst (SRB) identification. For RFI detection, HQ-SAM (SAM) shows performance that is comparable to or even superior to the SumThreshold method, especially with large-area broadband RFI data. In the search for SRBs, HQ-SAM demonstrates strong recognition abilities for Type II and Type III bursts. Overall, with its impressive generalization capability, SAM (HQ-SAM) can be a promising candidate for further optimization and application in RFI and event detection tasks in radio astronomy.",2410.22497v2,astro-ph.IM,2024-10-29 19:38:43+00:00,https://arxiv.org/pdf/2410.22497v2,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
DRAFTS: A Deep Learning-Based Radio Fast Transient Search Pipeline,"['Yong-Kun Zhang', 'Di Li', 'Yi Feng', 'Chao-Wei Tsai', 'Pei Wang', 'Chen-Hui Niu', 'Hua-Xi Chen', 'Yu-Hao Zhu']","The detection of fast radio bursts (FRBs) in radio astronomy is a complex task due to the challenges posed by radio frequency interference (RFI) and signal dispersion in the interstellar medium. Traditional search algorithms are often inefficient, time-consuming, and generate a high number of false positives. In this paper, we present DRAFTS, a deep learning-based radio fast transient search pipeline. DRAFTS integrates object detection and binary classification techniques to accurately identify FRBs in radio data. We developed a large, real-world dataset of FRBs for training deep learning models. The search test on FAST real observation data demonstrates that DRAFTS performs exceptionally in terms of accuracy, completeness, and search speed. In the re-search of FRB 20190520B observation data, DRAFTS detected more than three times the number of bursts compared to Heimdall, highlighting the potential for future FRB detection and analysis.",2410.03200v1,astro-ph.IM,2024-10-04 07:30:38+00:00,https://arxiv.org/pdf/2410.03200v1,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
Deep Investigation of Neutral Gas Origins (DINGO): Options for the Processing and Storage of Radio Astronomy Data for robust Deep Spectral Line Imaging in the SKA-Era using uv-Grids,"['Alexander Williamson', 'Richard Dodson', 'Pascal J. Elahi', 'Jonghwan Rhee', 'Qian Gong', 'Martin Meyer', 'Kristof Rozgonyi', 'Andreas Wicenec', 'Jieyang Chen', 'Norbert Podhorszki', 'Scott Klasky', 'Daniel Mitchell']","The next generation of radio astronomy telescopes are challenging existing data analysis paradigms, as they have an order of magnitude more antennas and larger bandwidth. Foremost amongst these are deep spectral line surveys, because these have the largest number of epochs and spectral channels per dataset. For example, the Deep Investigation of Neutral Gas Origins (DINGO) project on the Australian Square Kilometre Array Pathfinder (ASKAP) aims to observe over 3,000 hours spread over hundreds of observing sessions, covering two pointings and two frequency settings. The two primary problems encountered when processing this data are the need for storage and that processing is primarily I/O limited. To address these issues, we have implemented an deep imaging pipeline based on the storage of an intermediate data product in the software ASKAPSoft, that of the uv-gridded data, and have demonstrated lossy and lossless compression of this data on ASKAP, using MGARD and ADIOS2 libraries. We find data compression ratios from a factor of 7 (lossless) up to 20 (using lossy compression with an absolute error bound of $10^{-4}$), and processing is faster by a factor of 7 for lossless compression. We discuss the effectiveness of lossy MGARD compression and its adherence to the designated error bounds, the trade-off between these error bounds and the corresponding compression ratios, as well as the potential consequences of these I/O and storage improvements on the science quality of the data products.",2410.02285v3,astro-ph.IM,2024-10-03 08:09:12+00:00,https://arxiv.org/pdf/2410.02285v3,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
An evaluation of source-blending impact on the calibration of SKA EoR experiments,"['Chenxi Shan', 'Haiguang Xu', 'Yongkai Zhu', 'Yuanyuan Zhao', 'Sarah V. White', 'Jack L. B. Line', 'Dongchao Zheng', 'Zhenghao Zhu', 'Dan Hu', 'Zhongli Zhang', 'Xiangping Wu']","Twenty-one-centimetre signals from the Epoch of Reionization (EoR) are expected to be detected in the low-frequency radio window by the next-generation interferometers, particularly the Square Kilometre Array (SKA). However, precision data analysis pipelines are required to minimize the systematics within an infinitesimal error budget. Consequently, there is a growing need to characterize the sources of errors in EoR analysis. In this study, we identify one such error origin, namely source blending, which is introduced by the overlap of objects in the densely populated observing sky under SKA1-Low's unprecedented sensitivity and resolution, and evaluate its two-fold impact in both the spatial and frequency domains using a novel hybrid evaluation (HEVAL) pipeline combining end-to-end simulation with an analytic method to mimic EoR analysis pipelines. Sky models corrupted by source blending induce small but severe frequency-dependent calibration errors when coupled with astronomical foregrounds, impeding EoR parameter inference with strong additive residuals in the two-dimensional power spectrum space. We report that additive residuals from poor calibration against sky models with blending ratios of 5 and 0.5 per cent significantly contaminate the EoR window. In contrast, the sky model with a 0.05 per cent blending ratio leaves little residual imprint within the EoR window, therefore identifying a blending tolerance at approximately 0.05 per cent. Given that the SKA observing sky is estimated to suffer from an extended level of blending, strategies involving de-blending, frequency-dependent error mitigation, or a combination of both, are required to effectively attenuate the calibration impact of source-blending defects.",2409.11691v1,astro-ph.IM,2024-09-18 04:13:33+00:00,https://arxiv.org/pdf/2409.11691v1,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
A Radio Technosignature Search of TRAPPIST-1 with the Allen Telescope Array,"['Nick Tusay', 'Sofia Z. Sheikh', 'Evan L. Sneed', 'Wael Farah', 'Alexander W. Pollak', 'Luigi F. Cruz', 'Andrew Siemion', 'David R. DeBoer', 'Jason T. Wright']","Planet-planet occultations (PPOs) occur when one exoplanet occults another exoplanet in the same system as seen from the Earth's vantage point. PPOs may provide a unique opportunity to observe radio ""spillover"" from extraterrestrial intelligences' (ETIs) radio transmissions or radar being transmitted from the further exoplanet towards the nearer one for the purposes of communication or scientific exploration. Planetary systems with many tightly packed, low-inclination planets, such as TRAPPIST-1, are predicted to have frequent PPOs. Here, the narrowband technosignature search code turboSETI was used in combination with the newly developed NbeamAnalysis filtering pipeline to analyze 28 hours of beamformed data taken with the Allen Telescope Array (ATA) during late October and early November 2022, from 0.9--9.3~GHz, targeting TRAPPIST-1. During this observing window, 7 possible PPO events were predicted using the NbodyGradient code. The filtering pipeline reduced the original list of 25 million candidate signals down to 6 million by rejecting signals that were not sky-localized and, from these, identified a final list of 11127 candidate signals above a power law cutoff designed to segregate signals by their attenuation and morphological similarity between beams. All signals were plotted for visual inspection, 2264 of which were found to occur during PPO windows. We report no detection of signals of non-human origin, with upper limits calculated for each PPO event exceeding EIRPs of 2.17--13.3 TW for minimally drifting signals and 40.8--421 TW in the maximally drifting case. This work constitutes the longest single-target radio SETI search of TRAPPIST-1 to date.",2409.08313v1,astro-ph.EP,2024-09-12 17:57:57+00:00,https://arxiv.org/pdf/2409.08313v1,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
The FRB-searching pipeline of the Tianlai Cylinder Pathfinder Array,"['Zijie Yu', 'Furen Deng', 'Shijie Sun', 'Chenhui Niu', 'Jixia Li', 'Fengquan Wu', 'Wei-Yang Wang', 'Yougang Wang', 'Shifan Zuo', 'Lin Shu', 'Jie Hao', 'Xiaohui Liu', 'Reza Ansari', 'Ue-Li Pen', 'Albert Stebbins', 'Peter Timbie', 'Xuelei Chen']","This paper presents the design, calibration, and survey strategy of the Fast Radio Burst (FRB) digital backend and its real-time data processing pipeline employed in the Tianlai Cylinder Pathfinder array. The array, consisting of three parallel cylindrical reflectors and equipped with 96 dual-polarization feeds, is a radio interferometer array designed for conducting drift scans of the northern celestial semi-sphere. The FRB digital backend enables the formation of 96 digital beams, effectively covering an area of approximately 40 square degrees with 3 dB beam. Our pipeline demonstrates the capability to make automatic search of FRBs, detecting at quasi-real-time and classify FRB candidates automatically. The current FRB searching pipeline has an overall recall rate of 88\%. During the commissioning phase, we successfully detected signals emitted by four well-known pulsars: PSR B0329+54, B2021+51, B0823+26, and B2020+28. We report the first discovery of an FRB by our array, designated as FRB 20220414A. We also investigate the optimal arrangement for the digitally formed beams to achieve maximum detection rate by numerical simulation.",2406.15740v1,astro-ph.IM,2024-06-22 05:24:07+00:00,https://arxiv.org/pdf/2406.15740v1,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
Pulscan: Binary pulsar detection using unmatched filters on NVIDIA GPUs,"['Jack White', 'Karel Adámek', 'Jayanta Roy', 'Scott Ransom', 'Wesley Armour']","The Fourier Domain Acceleration Search (FDAS) and Fourier Domain Jerk Search (FDJS) are proven matched filtering techniques for detecting binary pulsar signatures in time-domain radio astronomy datasets. Next generation radio telescopes such as the SPOTLIGHT project at the GMRT produce data at rates that mandate real-time processing, as storage of the entire captured dataset for subsequent offline processing is infeasible. The computational demands of FDAS and FDJS make them challenging to implement in real-time detection pipelines, requiring costly high performance computing facilities. To address this we propose Pulscan, an unmatched filtering approach which achieves order-of-magnitude improvements in runtime performance compared to FDAS whilst being able to detect both accelerated and some jerked binary pulsars. We profile the sensitivity of Pulscan using a distribution (N = 10,955) of synthetic binary pulsars and compare its performance with FDAS and FDJS. Our implementation of Pulscan includes an OpenMP version for multicore CPU acceleration, a version for heterogeneous CPU/GPU environments such as NVIDIA Grace Hopper, and a fully optimized NVIDIA GPU implementation for integration into an AstroAccelerate pipeline, which will be deployed in the SPOTLIGHT project at the GMRT. Our results demonstrate that unmatched filtering in Pulscan can serve as an efficient data reduction step, prioritizing datasets for further analysis and focusing human and subsequent computational resources on likely binary pulsar signatures.",2406.15186v1,astro-ph.IM,2024-06-21 14:28:59+00:00,https://arxiv.org/pdf/2406.15186v1,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
A Needle in a Cosmic Haystack: A Review of FRB Search Techniques,"['Kaustubh Rajwade', 'Joeri van Leeuwen']","Ephemeral Fast Radio Bursts (FRBs) must be powered by some of the most energetic processes in the Universe. That makes them highly interesting in their own right and as precise probes for estimating cosmological parameters. This field thus poses a unique challenge: FRBs must be detected promptly and immediately localised and studied based only on that single millisecond-duration flash. The problem is that the burst occurrence is highly unpredictable and that their distance strongly suppresses their brightness. Since the discovery of FRBs in single-dish archival data in 2007, detection software has evolved tremendously. Pipelines now detect bursts in real-time within a matter of seconds, operate on interferometers, buffer high-time and frequency resolution data, and issue real-time alerts to other observatories for rapid multi-wavelength follow-up. In this paper, we review the components that comprise a FRB search software pipeline, we discuss the proven techniques that were adopted from pulsar searches, we highlight newer, more efficient techniques for detecting FRBs, and we conclude by discussing the proposed novel future methodologies that may power the search for FRBs in the era of big data astronomy.",2405.20716v1,astro-ph.HE,2024-05-31 09:12:55+00:00,https://arxiv.org/pdf/2405.20716v1,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
Identifying type II quasars at intermediate redshift with few-shot learning photometric classification,"['P. A. C. Cunha', 'A. Humphrey', 'J. Brinchmann', 'S. G. Morais', 'R. Carvajal', 'J. M. Gomes', 'I. Matute', 'A. Paulino-Afonso']","We aim to identify QSO2 candidates in the redshift desert using optical and infrared photometry. At this intermediate redshift range, most of the prominent optical emission lines in QSO2 sources (e.g. CIV1549; [OIII]4959,5008) fall either outside the wavelength range of the SDSS optical spectra or in particularly noisy wavelength ranges, making QSO2 identification challenging. Therefore, we adopted a semi-supervised machine learning approach to select candidates in the SDSS galaxy sample. Recent applications of machine learning in astronomy focus on problems involving large data sets, with small data sets often being overlooked. We developed a few-shot learning approach for the identification and classification of rare-object classes using limited training data (200 sources). The new AMELIA pipeline uses a transfer-learning based approach with decision trees, distance-based, and deep learning methods to build a classifier capable of identifying rare objects on the basis of an observational training data set. We validated the performance of AMELIA by addressing the problem of identifying QSO2s at 1 $\leq$ z $\leq$ 2 using SDSS and WISE photometry, obtaining an F1-score above 0.8 in a supervised approach. We then used AMELIA to select new QSO2 candidates in the redshift desert and examined the nature of the candidates using SDSS spectra, when available. In particular, we identified a sub-population of [NeV]3426 emitters at z $\sim$ 1.1, which are highly likely to contain obscured AGNs. We used X-ray and radio cross-matching to validate our classification and investigated the performance of photometric criteria from the literature showing that our candidates have an inherent dusty nature. Finally, we derived physical properties for our QSO2 sample using photoionisation models and verified the AGN classification using an SED fitting.",2405.13650v2,astro-ph.IM,2024-05-22 13:53:10+00:00,https://arxiv.org/pdf/2405.13650v2,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
High-Time Resolution GPU Imager for FRB searches at low radio frequencies,"['M. Sokolowski', 'G. Aniruddha', 'C. Di Pietrantonio', 'C. Harris', 'D. C. Price', 'S. McSweeney', 'R. B. Wayth', 'N. D. R. Bhat']","Fast Radio Bursts (FRBs) are millisecond dispersed radio pulses of predominately extra-galactic origin. Although originally discovered at GHz frequencies, most FRBs have been detected between 400 to 800 MHz. Nevertheless, only a handful of FRBs were detected below 400 MHz. Searching for FRBs at low frequencies is computationally challenging due to increased dispersive delay that must be accounted for. However, the wide field of view (FoV) of low-frequency telescopes - such as the the Murchison Widefield Array (MWA), and prototype stations of the low-frequency Square Kilometre Array (SKA-Low) - makes them promising instruments to open a low-frequency window on FRB event rates, and constrain FRB emission models. The standard approach, inherited from high-frequencies, is to form multiple tied-array beams to tessellate the entire FoV and perform the search on the resulting time series. This approach, however, may not be optimal for low-frequency interferometers due to their large FoVs and high spatial resolutions leading to a large number of beams. Consequently, there are regions of parameter space in terms of number of antennas and resolution elements (pixels) where interferometric imaging is computationally more efficient. Here we present a new high-time resolution imager BLINK implemented on modern Graphical Processing Units (GPUs) and intended for radio astronomy. The main goal for this imager is to become part of a fully GPU-accelerated FRB search pipeline. We describe the imager and present its verification on real and simulated data processed to form all-sky and widefield images from the MWA and prototype SKA-Low stations. We also present and compare benchmarks of the GPU and CPU code executed on laptops, desktop computers, and Australian supercomputers. The code is publicly available at https://github.com/PaCER-BLINK-Project/imager and can be applied to data from any radio telescope.",2405.13478v1,astro-ph.IM,2024-05-22 09:40:26+00:00,https://arxiv.org/pdf/2405.13478v1,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
RFI-DRUnet: Restoring dynamic spectra corrupted by radio frequency interference -- Application to pulsar observations,"['Xiao Zhang', 'Ismaël Cognard', 'Nicolas Dobigeon']","Radio frequency interference (RFI) have been an enduring concern in radio astronomy, particularly for the observations of pulsars which require high timing precision and data sensitivity. In most works of the literature, RFI mitigation has been formulated as a detection task that consists of localizing possible RFI in dynamic spectra. This strategy inevitably leads to a potential loss of information since parts of the signal identified as possibly RFI-corrupted are generally not considered in the subsequent data processing pipeline. Conversely, this work proposes to tackle RFI mitigation as a joint detection and restoration that allows parts of the dynamic spectrum affected by RFI to be not only identified but also recovered. The proposed supervised method relies on a deep convolutional network whose architecture inherits the performance reached by a recent yet popular image-denoising network. To train this network, a whole simulation framework is built to generate large data sets according to physics-inspired and statistical models of the pulsar signals and of the RFI. The relevance of the proposed approach is quantitatively assessed by conducting extensive experiments. In particular, the results show that the restored dynamic spectra are sufficiently reliable to estimate pulsar times-of-arrivals with an accuracy close to the one that would be obtained from RFI-free signals.",2402.13867v1,astro-ph.IM,2024-02-21 15:19:09+00:00,https://arxiv.org/pdf/2402.13867v1,"""radio astronomy"" AND (""big data"" OR ""data mining"" OR ""data pipeline"")"
